name,type,mana_cost,colors,produced_mana,power,tough,keywords,text,legal,rank,png,art,url,usd,usd_foil,eur,avg_synergy
"Mr. House, President and CEO",Legendary Artifact Creature — Human,3.0,"['B', 'R', 'W']",[],0,4,['Treasure'],"Whenever you roll a 4 or higher, create a 3/3 colorless Robot artifact creature token. If you rolled 6 or higher, instead create that token and a Treasure token.
{4}, {T}: Roll a six-sided die plus an additional six-sided die for each mana from Treasures spent to activate this ability.",1,5712,https://cards.scryfall.io/png/front/2/3/23eb3cf7-c90d-4bfa-b125-4fbcb5614468.png?1710673416,https://cards.scryfall.io/art_crop/front/2/3/23eb3cf7-c90d-4bfa-b125-4fbcb5614468.jpg?1710673416,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F523013%3Fpage%3D1,,0.50,,63.0
Blood Crypt,Land — Swamp Mountain,0.0,[],"['B', 'R']",0,0,[],"({T}: Add {B} or {R}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",1,83,https://cards.scryfall.io/png/front/0/9/0994aef4-b341-45f4-8881-523565a5956e.png?1702429795,https://cards.scryfall.io/art_crop/front/0/9/0994aef4-b341-45f4-8881-523565a5956e.jpg?1702429795,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517636%3Fpage%3D1,17.14,17.24,17.27,63.0
Ziatora's Proving Ground,Land — Swamp Mountain Forest,0.0,[],"['B', 'G', 'R']",0,0,['Cycling'],"({T}: Add {B}, {R}, or {G}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",1,459,https://cards.scryfall.io/png/front/7/5/75fdce80-e338-4a50-bdc6-786511feaeef.png?1664414670,https://cards.scryfall.io/art_crop/front/7/5/75fdce80-e338-4a50-bdc6-786511feaeef.jpg?1664414670,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F265351%3Fpage%3D1,7.07,7.74,7.74,63.0
Watery Grave,Land — Island Swamp,0.0,[],"['B', 'U']",0,0,[],"({T}: Add {U} or {B}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",1,58,https://cards.scryfall.io/png/front/6/e/6e86eb36-f4cc-4a75-b43a-4dee463a3b33.png?1702429828,https://cards.scryfall.io/art_crop/front/6/e/6e86eb36-f4cc-4a75-b43a-4dee463a3b33.jpg?1702429828,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517664%3Fpage%3D1,16.01,16.55,15.48,63.0
Temple Garden,Land — Forest Plains,0.0,[],"['G', 'W']",0,0,[],"({T}: Add {G} or {W}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",1,87,https://cards.scryfall.io/png/front/1/8/18d2e383-d380-4d18-8aad-bd8ea093a16c.png?1702429828,https://cards.scryfall.io/art_crop/front/1/8/18d2e383-d380-4d18-8aad-bd8ea093a16c.jpg?1702429828,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517642%3Fpage%3D1,13.20,12.33,10.37,63.0
"Urtet, Remnant of Memnarch",Legendary Artifact Creature — Myr,3.0,[],[],2,2,[],"Whenever you cast a Myr spell, create a 1/1 colorless Myr artifact creature token.
At the beginning of combat on your turn, untap each Myr you control.
{W}{U}{B}{R}{G}, {T}: Put three +1/+1 counters on each Myr you control. Activate only during your turn.",1,6046,https://cards.scryfall.io/png/front/7/a/7aa01ab4-26b0-49dc-8514-b3850d355a21.png?1675905609,https://cards.scryfall.io/art_crop/front/7/a/7aa01ab4-26b0-49dc-8514-b3850d355a21.jpg?1675905609,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F479275%3Fpage%3D1,2.31,3.54,1.47,63.0
"Niv-Mizzet, Guildpact",Legendary Creature — Dragon Avatar,5.0,"['B', 'G', 'R', 'U', 'W']",[],6,6,"['Flying', 'Hexproof from', 'Hexproof']","Flying, hexproof from multicolored
Whenever Niv-Mizzet deals combat damage to a player, it deals X damage to any target, target player draws X cards, and you gain X life, where X is the number of different color pairs among permanents you control that are exactly two colors.",1,9954,https://cards.scryfall.io/png/front/3/2/32a8fda6-8614-45cd-879c-0cb7fa29647e.png?1706242214,https://cards.scryfall.io/art_crop/front/3/2/32a8fda6-8614-45cd-879c-0cb7fa29647e.jpg?1706242214,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F535987%3Fpage%3D1,0.16,0.25,0.24,63.0
"Vazi, Keen Negotiator",Legendary Creature — Human Advisor,5.0,"['B', 'G', 'R']",[],3,3,"['Treasure', 'Haste']","Haste
{T}: Target opponent creates X Treasure tokens, where X is the number of Treasure tokens you created this turn.
Whenever an opponent casts a spell or activates an ability, if mana from a Treasure was spent to cast it or activate it, put a +1/+1 counter on target creature, then draw a card.",1,12361,https://cards.scryfall.io/png/front/5/5/551a6ff5-0f6e-4925-98c7-4d426358e959.png?1673482587,https://cards.scryfall.io/art_crop/front/5/5/551a6ff5-0f6e-4925-98c7-4d426358e959.jpg?1673482587,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F269116%3Fpage%3D1,0.17,0.38,0.10,63.0
Ancient Silver Dragon,Creature — Elder Dragon,8.0,['U'],[],8,8,['Flying'],"Flying
Whenever this creature deals combat damage to a player, roll a d20. Draw cards equal to the result. You have no maximum hand size for the rest of the game.",1,1211,https://cards.scryfall.io/png/front/c/e/ced18935-4ce9-466e-a88d-2b14ff8f989f.png?1674135398,https://cards.scryfall.io/art_crop/front/c/e/ced18935-4ce9-466e-a88d-2b14ff8f989f.jpg?1674135398,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F273014%3Fpage%3D1,38.00,39.26,30.52,62.0
Deceptive Frostkite,Creature — Dragon,2.0,['U'],[],1,1,['Flying'],"Flying
You may have this creature enter as a copy of a creature you control with power 4 or greater, except it's a Dragon in addition to its other types and it has flying.",1,10982,https://cards.scryfall.io/png/front/1/f/1f87120f-d2a7-4c06-aadd-3ed5729d7abf.png?1743205750,https://cards.scryfall.io/art_crop/front/1/f/1f87120f-d2a7-4c06-aadd-3ed5729d7abf.jpg?1743205750,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F625123%3Fpage%3D1,2.04,,2.70,62.0
Savage Lands,Land,0.0,[],"['B', 'G', 'R']",0,0,[],"This land enters tapped.
{T}: Add {B}, {R}, or {G}.",1,629,https://cards.scryfall.io/png/front/8/5/8502d1e6-86f1-40d8-8d3b-20d47e57bccb.png?1690016961,https://cards.scryfall.io/art_crop/front/8/5/8502d1e6-86f1-40d8-8d3b-20d47e57bccb.jpg?1690016961,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505323%3Fpage%3D1,0.72,,0.64,62.0
Maelstrom of the Spirit Dragon,Land,0.0,[],"['B', 'C', 'G', 'R', 'U', 'W']",0,0,[],"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a Dragon spell or an Omen spell.
{4}, {T}, Sacrifice this land: Search your library for a Dragon card, reveal it, put it into your hand, then shuffle.",1,8827,https://cards.scryfall.io/png/front/c/4/c4e90bfb-d9a5-48a9-9ff9-b0f50a813eee.png?1743205026,https://cards.scryfall.io/art_crop/front/c/4/c4e90bfb-d9a5-48a9-9ff9-b0f50a813eee.jpg?1743205026,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F623886%3Fpage%3D1,1.35,1.84,0.45,62.0
Living Death,Sorcery,5.0,['B'],[],0,0,[],"Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield.",1,474,https://cards.scryfall.io/png/front/4/a/4ac29c46-f8ee-42ba-a98c-d785ba65485e.png?1743206520,https://cards.scryfall.io/art_crop/front/4/a/4ac29c46-f8ee-42ba-a98c-d785ba65485e.jpg?1743206520,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624424%3Fpage%3D1,1.09,,2.83,62.0
Savage Ventmaw,Creature — Dragon,6.0,"['G', 'R']","['G', 'R']",4,4,['Flying'],"Flying
Whenever this creature attacks, add {R}{R}{R}{G}{G}{G}. Until end of turn, you don't lose this mana as steps and phases end.",1,1379,https://cards.scryfall.io/png/front/5/0/50027d69-8bb0-444c-8e9b-4c9afd91cbda.png?1730491117,https://cards.scryfall.io/art_crop/front/5/0/50027d69-8bb0-444c-8e9b-4c9afd91cbda.jpg?1730491117,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F591068%3Fpage%3D1,0.77,,,62.0
"Syr Konrad, the Grim",Legendary Creature — Human Knight,5.0,['B'],[],5,4,['Mill'],"Whenever another creature dies, or a creature card is put into a graveyard from anywhere other than the battlefield, or a creature card leaves your graveyard, Syr Konrad deals 1 damage to each opponent.
{1}{B}: Each player mills a card. (They each put the top card of their library into their graveyard.)",1,217,https://cards.scryfall.io/png/front/4/4/443a4eac-f972-4027-aed4-552d4edc2ce1.png?1726284914,https://cards.scryfall.io/art_crop/front/4/4/443a4eac-f972-4027-aed4-552d4edc2ce1.jpg?1726284914,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579076%3Fpage%3D1,0.57,,0.83,62.0
Nicol Bolas,Legendary Creature — Elder Dragon,8.0,"['B', 'R', 'U']",[],7,7,['Flying'],"Flying
At the beginning of your upkeep, sacrifice Nicol Bolas unless you pay {U}{B}{R}.
Whenever Nicol Bolas deals damage to an opponent, that player discards their hand.",1,10474,https://cards.scryfall.io/png/front/8/e/8e92ba96-372c-418d-b271-45e1bf5c7af5.png?1562438472,https://cards.scryfall.io/art_crop/front/8/e/8e92ba96-372c-418d-b271-45e1bf5c7af5.jpg?1562438472,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F161486%3Fpage%3D1,1.23,6.57,1.27,62.0
Chaos Warp,Instant,3.0,['R'],[],0,0,[],"The owner of target permanent shuffles it into their library, then reveals the top card of their library. If it's a permanent card, they put it onto the battlefield.",1,29,https://cards.scryfall.io/png/front/3/e/3e78cf93-3b4e-4cd7-a9f8-0a8737013856.png?1743206633,https://cards.scryfall.io/art_crop/front/3/e/3e78cf93-3b4e-4cd7-a9f8-0a8737013856.jpg?1743206633,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624929%3Fpage%3D1,0.48,,0.42,61.0
Llanowar Wastes,Land,0.0,[],"['B', 'C', 'G']",0,0,[],"{T}: Add {C}.
{T}: Add {B} or {G}. This land deals 1 damage to you.",1,162,https://cards.scryfall.io/png/front/9/c/9cb4ae53-8a0d-4eaf-900a-1ee6ec20a5df.png?1743207638,https://cards.scryfall.io/art_crop/front/9/c/9cb4ae53-8a0d-4eaf-900a-1ee6ec20a5df.jpg?1743207638,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624468%3Fpage%3D1,0.73,,1.24,61.0
Hellkite Courser,Creature — Dragon,6.0,['R'],[],6,5,['Flying'],"Flying
When this creature enters, you may put a commander you own from the command zone onto the battlefield. It gains haste. Return it to the command zone at the beginning of the next end step.",1,2415,https://cards.scryfall.io/png/front/d/3/d33eca2e-fef0-42fd-9970-46d5bdb4bd4b.png?1743206696,https://cards.scryfall.io/art_crop/front/d/3/d33eca2e-fef0-42fd-9970-46d5bdb4bd4b.jpg?1743206696,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624934%3Fpage%3D1,4.88,,9.37,61.0
"Omo, Queen of Vesuva",Legendary Creature — Shapeshifter Noble,3.0,"['G', 'U']",[],1,5,[],"Whenever Omo enters or attacks, put an everything counter on each of up to one target land and up to one target creature.
Each land with an everything counter on it is every land type in addition to its other types.
Each nonland creature with an everything counter on it is every creature type.",1,6180,https://cards.scryfall.io/png/front/e/5/e5d1c814-4c22-4917-95ae-dffaf491db32.png?1727175657,https://cards.scryfall.io/art_crop/front/e/5/e5d1c814-4c22-4917-95ae-dffaf491db32.jpg?1727175657,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F552431%3Fpage%3D1,0.33,0.20,0.27,61.0
Supreme Phantom,Creature — Spirit,2.0,['U'],[],1,3,['Flying'],"Flying
Other Spirits you control get +1/+1.",1,7758,https://cards.scryfall.io/png/front/c/b/cbf4ca25-73cc-45ba-bed5-dbaa517e8bb8.png?1641602182,https://cards.scryfall.io/art_crop/front/c/b/cbf4ca25-73cc-45ba-bed5-dbaa517e8bb8.jpg?1641602182,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F254057%3Fpage%3D1,0.25,,0.43,61.0
Talisman of Impulse,Artifact,2.0,[],"['C', 'G', 'R']",0,0,[],"{T}: Add {C}.
{T}: Add {R} or {G}. This artifact deals 1 damage to you.",1,637,https://cards.scryfall.io/png/front/5/1/5135919f-7b10-4a2e-a98a-83ed1347ad36.png?1743207387,https://cards.scryfall.io/art_crop/front/5/1/5135919f-7b10-4a2e-a98a-83ed1347ad36.jpg?1743207387,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624969%3Fpage%3D1,0.39,,0.63,61.0
Elemental Bond,Enchantment,3.0,['G'],[],0,0,[],"Whenever a creature you control with power 3 or greater enters, draw a card.",1,570,https://cards.scryfall.io/png/front/8/e/8efbc925-54ac-4dda-82af-9091b1cf2fda.png?1743206914,https://cards.scryfall.io/art_crop/front/8/e/8efbc925-54ac-4dda-82af-9091b1cf2fda.jpg?1743206914,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624956%3Fpage%3D1,2.55,,3.88,61.0
Mosswort Bridge,Land,0.0,[],['G'],0,0,['Hideaway'],"Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.)
This land enters tapped.
{T}: Add {G}.
{G}, {T}: You may play the exiled card without paying its mana cost if creatures you control have total power 10 or greater.",1,193,https://cards.scryfall.io/png/front/1/4/1490c0dc-06d6-45ee-af3c-2935b0ab1233.png?1743207654,https://cards.scryfall.io/art_crop/front/1/4/1490c0dc-06d6-45ee-af3c-2935b0ab1233.jpg?1743207654,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624978%3Fpage%3D1,0.17,,0.14,61.0
Call the Spirit Dragons,Enchantment,5.0,"['B', 'G', 'R', 'U', 'W']",[],0,0,[],"Dragons you control have indestructible.
At the beginning of your upkeep, for each color, put a +1/+1 counter on a Dragon you control of that color. If you put +1/+1 counters on five Dragons this way, you win the game.",1,13344,https://cards.scryfall.io/png/front/b/1/b1ad91db-5f16-4392-baf1-f8400ec11e0a.png?1743204672,https://cards.scryfall.io/art_crop/front/b/1/b1ad91db-5f16-4392-baf1-f8400ec11e0a.jpg?1743204672,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624537%3Fpage%3D1,5.33,9.62,0.02,60.0
Hammerhead Tyrant,Creature — Dragon,6.0,['U'],[],6,6,['Flying'],"Flying
Whenever you cast a spell, return up to one target nonland permanent an opponent controls with mana value less than or equal to that spell's mana value to its owner's hand.",1,11395,https://cards.scryfall.io/png/front/8/7/87d4d694-c80e-435a-ba1b-f2f1949f91fc.png?1743205757,https://cards.scryfall.io/art_crop/front/8/7/87d4d694-c80e-435a-ba1b-f2f1949f91fc.jpg?1743205757,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624915%3Fpage%3D1,0.45,,0.64,60.0
Goldspan Dragon,Creature — Dragon,5.0,['R'],"['B', 'G', 'R', 'U', 'W']",4,4,"['Flying', 'Treasure', 'Haste']","Flying, haste
Whenever this creature attacks or becomes the target of a spell, create a Treasure token.
Treasures you control have ""{T}, Sacrifice this artifact: Add two mana of any one color.""",1,420,https://cards.scryfall.io/png/front/9/d/9d914868-9000-4df2-a818-0ef8a7f636ae.png?1665343456,https://cards.scryfall.io/art_crop/front/9/d/9d914868-9000-4df2-a818-0ef8a7f636ae.jpg?1665343456,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F230161%3Fpage%3D1,8.13,10.60,7.88,60.0
Sakura-Tribe Elder,Creature — Snake Shaman,2.0,['G'],[],1,1,[],"Sacrifice this creature: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",1,85,https://cards.scryfall.io/png/front/d/6/d619aece-7eab-40f3-8f41-970065f0dc73.png?1743206988,https://cards.scryfall.io/art_crop/front/d/6/d619aece-7eab-40f3-8f41-970065f0dc73.jpg?1743206988,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624464%3Fpage%3D1,0.34,,0.53,60.0
Scourge of the Throne,Creature — Dragon,6.0,['R'],[],5,5,"['Flying', 'Dethrone']","Flying
Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)
Whenever this creature attacks for the first time each turn, if it's attacking the player with the most life or tied for most life, untap all attacking creatures. After this phase, there is an additional combat phase.",1,1356,https://cards.scryfall.io/png/front/c/d/cd44f295-c4c8-4f47-9d51-d5ba578f7f8d.png?1743206768,https://cards.scryfall.io/art_crop/front/c/d/cd44f295-c4c8-4f47-9d51-d5ba578f7f8d.jpg?1743206768,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624941%3Fpage%3D1,0.23,,0.21,60.0
"Oyobi, Who Split the Heavens",Legendary Creature — Spirit,7.0,['W'],[],3,6,['Flying'],"Flying
Whenever you cast a Spirit or Arcane spell, create a 3/3 white Spirit creature token with flying.",1,9925,https://cards.scryfall.io/png/front/8/f/8f279602-024a-44b6-9a36-465c16363cb5.png?1641601532,https://cards.scryfall.io/art_crop/front/8/f/8f279602-024a-44b6-9a36-465c16363cb5.jpg?1641601532,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F254039%3Fpage%3D1,0.17,,0.16,60.0
"Lynde, Cheerful Tormentor",Legendary Creature — Human Warlock,4.0,"['B', 'R', 'U']",[],2,4,['Deathtouch'],"Deathtouch
Whenever a Curse is put into your graveyard from the battlefield, return it to the battlefield attached to you at the beginning of the next end step.
At the beginning of your upkeep, you may attach a Curse attached to you to one of your opponents. If you do, draw two cards.",1,10195,https://cards.scryfall.io/png/front/4/d/4df484de-4d9b-4a4b-9d10-df993e36f1a8.png?1637628878,https://cards.scryfall.io/art_crop/front/4/d/4df484de-4d9b-4a4b-9d10-df993e36f1a8.jpg?1637628878,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F248854%3Fpage%3D1,0.86,,1.30,60.0
Ancient Gold Dragon,Creature — Elder Dragon,7.0,['W'],[],7,10,['Flying'],"Flying
Whenever this creature deals combat damage to a player, roll a d20. You create a number of 1/1 blue Faerie Dragon creature tokens with flying equal to the result.",1,1788,https://cards.scryfall.io/png/front/4/2/421395b1-2694-42fd-bb90-0007e78adefc.png?1674134865,https://cards.scryfall.io/art_crop/front/4/2/421395b1-2694-42fd-bb90-0007e78adefc.jpg?1674134865,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F273299%3Fpage%3D1,17.76,18.06,15.85,59.0
Savai Triome,Land — Mountain Plains Swamp,0.0,[],"['B', 'R', 'W']",0,0,['Cycling'],"({T}: Add {R}, {W}, or {B}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",1,445,https://cards.scryfall.io/png/front/7/4/748e6a61-9c1f-4225-9f04-e54002f63ac3.png?1591228681,https://cards.scryfall.io/art_crop/front/7/4/748e6a61-9c1f-4225-9f04-e54002f63ac3.jpg?1591228681,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212693%3Fpage%3D1,20.71,17.04,15.53,59.0
"Atsushi, the Blazing Sky",Legendary Creature — Dragon Spirit,4.0,['R'],[],4,4,"['Flying', 'Treasure', 'Trample']","Flying, trample
When Atsushi dies, choose one —
• Exile the top two cards of your library. Until the end of your next turn, you may play those cards.
• Create three Treasure tokens.",1,1339,https://cards.scryfall.io/png/front/d/a/da9484bd-2cf5-4490-a52b-066de5520afd.png?1743206614,https://cards.scryfall.io/art_crop/front/d/a/da9484bd-2cf5-4490-a52b-066de5520afd.jpg?1743206614,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624927%3Fpage%3D1,1.23,,2.79,59.0
Thrakkus the Butcher,Legendary Creature — Dragon Peasant,5.0,"['G', 'R']",[],3,4,['Trample'],"Trample
Whenever Thrakkus attacks, double the power of each Dragon you control until end of turn.",1,2089,https://cards.scryfall.io/png/front/2/2/2255d1e4-f387-4187-8c10-7d0009f6ec79.png?1705977507,https://cards.scryfall.io/art_crop/front/2/2/2255d1e4-f387-4187-8c10-7d0009f6ec79.jpg?1705977507,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F272791%3Fpage%3D1,0.26,5.76,0.22,59.0
"Wasitora, Nekoru Queen",Legendary Creature — Cat Dragon,5.0,"['B', 'G', 'R']",[],5,4,"['Flying', 'Trample']","Flying, trample
Whenever Wasitora deals combat damage to a player, that player sacrifices a creature of their choice. If the player can't, you create a 3/3 black, red, and green Cat Dragon creature token with flying.",1,8466,https://cards.scryfall.io/png/front/0/7/07790bd5-0d27-490e-b1ae-3b866882461e.png?1673149269,https://cards.scryfall.io/art_crop/front/0/7/07790bd5-0d27-490e-b1ae-3b866882461e.jpg?1673149269,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F276663%3Fpage%3D1,0.90,0.72,0.27,59.0
"Kotis, Sibsig Champion",Legendary Creature — Zombie Warrior,3.0,"['B', 'G', 'U']",[],3,3,[],"Once during each of your turns, you may cast a creature spell from your graveyard by exiling three other cards from your graveyard in addition to paying its other costs.
Whenever one or more creatures you control enter, if one or more of them entered from a graveyard or was cast from a graveyard, put two +1/+1 counters on Kotis.",1,12088,https://cards.scryfall.io/png/front/b/9/b9ea2e9c-c1c7-4870-877a-023118909f56.png?1743205692,https://cards.scryfall.io/art_crop/front/b/9/b9ea2e9c-c1c7-4870-877a-023118909f56.jpg?1743205692,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F623912%3Fpage%3D1,1.19,0.97,1.29,59.0
King of the Oathbreakers,Legendary Creature — Spirit Noble,4.0,"['B', 'W']",[],3,3,['Flying'],"Flying
Whenever King of the Oathbreakers or another Spirit you control becomes the target of a spell, it phases out. (Treat it and anything attached to it as though they don't exist until your next turn.)
Whenever King of the Oathbreakers or another Spirit you control phases in, create a tapped 1/1 white Spirit creature token with flying.",1,10718,https://cards.scryfall.io/png/front/c/c/cc857755-62e6-4d29-95f5-82f5d4bde522.png?1686969851,https://cards.scryfall.io/art_crop/front/c/c/cc857755-62e6-4d29-95f5-82f5d4bde522.jpg?1686969851,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F499267%3Fpage%3D1,0.19,0.16,0.24,59.0
Two-Headed Hellkite,Creature — Dragon,6.0,"['B', 'G', 'R', 'U', 'W']",[],5,5,"['Flying', 'Haste', 'Menace']","Flying, menace, haste
Whenever this creature attacks, draw two cards.",1,3611,https://cards.scryfall.io/png/front/8/d/8d5cf3a1-2228-4143-b07d-de082380b5e7.png?1673304776,https://cards.scryfall.io/art_crop/front/8/d/8d5cf3a1-2228-4143-b07d-de082380b5e7.jpg?1673304776,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282896%3Fpage%3D1,11.19,,7.26,59.0
Bountiful Landscape,Land,0.0,[],['C'],0,0,['Cycling'],"{T}: Add {C}.
{T}, Sacrifice this land: Search your library for a basic Forest, Island, or Mountain card, put it onto the battlefield tapped, then shuffle.
Cycling {G}{U}{R} ({G}{U}{R}, Discard this card: Draw a card.)",1,2426,https://cards.scryfall.io/png/front/f/1/f1c99617-6e38-4af7-a064-6db9a5e2cc6a.png?1743207443,https://cards.scryfall.io/art_crop/front/f/1/f1c99617-6e38-4af7-a064-6db9a5e2cc6a.jpg?1743207443,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624971%3Fpage%3D1,0.14,,0.09,59.0
Sacred Foundry,Land — Mountain Plains,0.0,[],"['R', 'W']",0,0,[],"({T}: Add {R} or {W}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",1,96,https://cards.scryfall.io/png/front/8/0/8076a8c3-7c6c-4636-b5d8-9b09ee95f92c.png?1702429818,https://cards.scryfall.io/art_crop/front/8/0/8076a8c3-7c6c-4636-b5d8-9b09ee95f92c.jpg?1702429818,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517644%3Fpage%3D1,18.26,19.12,17.02,58.0
Steam Vents,Land — Island Mountain,0.0,[],"['R', 'U']",0,0,[],"({T}: Add {U} or {R}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",1,80,https://cards.scryfall.io/png/front/6/6/66d618f4-443c-4a6c-8cbd-5d4ea96b2cd4.png?1702429824,https://cards.scryfall.io/art_crop/front/6/6/66d618f4-443c-4a6c-8cbd-5d4ea96b2cd4.jpg?1702429824,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517660%3Fpage%3D1,13.57,15.48,13.75,58.0
